Doc ID,Question,Answer,Ground Truth,Prediction,Score,Stage,Text Output,Cumulative Confidences
4255,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.997553289036615, 0.9975525756306572]"
4255,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9968595505760742, 0.9968589565011662]"
4256,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9917889834450316, 0.9917831902516656]"
4256,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9925164581345154, 0.9925107790090386]"
4257,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9947592617081238, 0.9947572458703372]"
4257,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.992159903149469, 0.9921583656778816]"
4258,Is there a skis in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.499920129876001, 0.4999160178624705]"
4258,Is there a skis in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7661833168076111, 0.7661769233524091]"
4259,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9973174930618836, 0.9973165420455368]"
4259,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9852374197052552, 0.9852369500059676]"
4260,Is there a chair in the image?,yes,yes,no,0.0,Stage 1,No,"[0.817491889099939, 0.817491207013297]"
4260,Is there a chair in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8332453967140747, 0.8332448008138487]"
4261,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.985452950100763, 0.985443787137915]"
4261,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8197879196213318, 0.8197763879957239]"
4262,Is there a dog in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8947231770561768, 0.8947100580499925]"
4262,Is there a dog in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9539023638771608, 0.9538974742695576]"
4263,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.8557659388588501, 0.8557648167766811]"
4263,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9449206591652466, 0.9449190822532522]"
4264,Is there a couch in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9136251212166382, 0.9136205469787329]"
4264,Is there a couch in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8151724339531494, 0.8151697131031187]"
4265,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9793156386421752, 0.9793126034085472]"
4265,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.987730085949762, 0.9877266713970824]"
4266,Is there a truck in the image?,yes,yes,no,0.0,Stage 1,Yes,"[0.5038667322205139, 0.5038625877448335]"
4266,Is there a truck in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5311614275978638, 0.5311604778603337]"
4267,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9969080091522766, 0.9969070585264032]"
4267,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9964994193123412, 0.9964987066600643]"
4268,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9525161982582642, 0.9525132460852546]"
4268,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9678514004753662, 0.967849439165228]"
4269,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9961018563316896, 0.996100787729948]"
4269,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9948434830711914, 0.9948425344139972]"
4270,Is there a bicycle in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9783532024429872, 0.97835168636655]"
4270,Is there a bicycle in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9251407385872435, 0.925136658121061]"
4271,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9942374230431152, 0.9942326822490652]"
4271,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9899499417351318, 0.9899473455870834]"
4272,Is there a spoon in the image?,yes,yes,no,0.0,Stage 1,Yes,"[0.727936863999231, 0.7279346946511147]"
4272,Is there a spoon in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8031061292694641, 0.8031033529561528]"
4273,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9908517004059388, 0.9908473301121156]"
4273,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9796301127480104, 0.979624857700534]"
4274,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9783570171402528, 0.9783549179116796]"
4274,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9869571925209596, 0.986955074839272]"
4275,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9859021903084352, 0.9858981944312364]"
4275,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.983041286568506, 0.9830373022865954]"
4276,Is there a knife in the image?,yes,yes,no,0.0,Stage 1,No,"[0.7690388561295105, 0.769038122793809]"
4276,Is there a knife in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9229869247482848, 0.9229859345830436]"
4277,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.5698105097817017, 0.5698100343517404]"
4277,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.6583511234329773, 0.6583505741278245]"
4278,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9584953785942628, 0.9584877231660532]"
4278,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9715195895241332, 0.971516925895604]"
4279,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9902467728661132, 0.990245946638838]"
4279,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9786372185753418, 0.9786359353840824]"
4280,Is there a clock in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.985897660355432, 0.9858714516744176]"
4280,Is there a clock in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9957041145371032, 0.9956928384045644]"
4281,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9830121398972108, 0.9830083901017898]"
4281,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9779679180191588, 0.9779659362083236]"
4282,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7955235243843628, 0.7955154635914113]"
4282,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9642234445618224, 0.9642175824942634]"
4283,Is there a bottle in the image?,no,no,no,1.0,Stage 1,No,"[0.9897701741264892, 0.9897658086028932]"
4283,Is there a bottle in the image?,no,no,no,1.0,Stage 2,['No'],"[0.983003318409784, 0.9830012092117943]"
4284,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6333287955330444, 0.633319509259258]"
4284,Is there a traffic light in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9701871872948242, 0.9701709956462968]"
4285,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.994756817917688, 0.994756225095896]"
4285,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9769557119415831, 0.9769548968039043]"
4286,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9915369750069214, 0.9915352020997998]"
4286,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9845497609184816, 0.984548352607206]"
4287,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.8055615426109863, 0.8055603903265123]"
4287,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.5735995174454285, 0.5735982866917511]"
4288,Is there a train in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9921630025909972, 0.9921593361637672]"
4288,Is there a train in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.98881733427511, 0.9888135623352104]"
4289,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9916602970169616, 0.9916593513951718]"
4289,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9333291054771972, 0.9333285492630324]"
4290,Is there a pizza in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9613989592598512, 0.9613921975024634]"
4290,Is there a pizza in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9886096716927124, 0.9886064898022452]"
4291,Is there a person in the image?,no,no,yes,0.0,Stage 1,No,"[0.841738224129541, 0.8417316015746795]"
4291,Is there a person in the image?,no,no,yes,0.0,Stage 2,['Yes'],"[0.7825839520500733, 0.7825727571750991]"
4292,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9503455759094788, 0.9503431969140738]"
4292,Is there a bottle in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9813973904656006, 0.9813954017050835]"
4293,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9825173021362854, 0.9825125001017652]"
4293,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.970627784829004, 0.9706253550612453]"
4294,Is there an oven in the image?,yes,yes,no,0.0,Stage 1,No,"[0.5888087154434754, 0.5888031001848643]"
4294,Is there an oven in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7184690834091736, 0.7184638589414917]"
4295,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9673630000160768, 0.9673618469262532]"
4295,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9496101141975952, 0.9496095482808208]"
4296,Is there a clock in the image?,yes,yes,no,0.0,Stage 1,No,"[0.8902080060051514, 0.8902037612516143]"
4296,Is there a clock in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9251523614929748, 0.9251491632695736]"
4297,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.7605612875031067, 0.760559111595865]"
4297,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.668791651825769, 0.668789738464384]"
4298,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.987073302368982, 0.9870682427304835]"
4298,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9887625576065612, 0.9887566642213362]"
4299,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9148239494370056, 0.914819696363478]"
4299,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9218427539871764, 0.9218386880672288]"
4300,Is there a bottle in the image?,yes,yes,no,0.0,Stage 1,No,"[0.909803032975061, 0.909800538555658]"
4300,Is there a bottle in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.757667064766748, 0.7576649874606072]"
4301,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9283405543373656, 0.9283396690956562]"
4301,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9389504791306093, 0.9389496957031674]"
4302,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9825100303696228, 0.9825065167381928]"
4302,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9880892635391784, 0.9880866722707669]"
4303,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9960371852921082, 0.9960361167597448]"
4303,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.994063675503595, 0.9940622535835072]"
4304,Is there an orange in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9876746536301207, 0.987672887628982]"
4304,Is there an orange in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.4998863638447357, 0.4998851124816602]"
4305,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.996387243370874, 0.9963853430126663]"
4305,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9945899249123168, 0.9945877908533256]"
4306,Is there an umbrella in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.8538163901375366, 0.8538150670459297]"
4306,Is there an umbrella in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9653081298874452, 0.965304677773085]"
4307,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.994070828060968, 0.9940699986430348]"
4307,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9926320315407348, 0.9926313216542424]"
4308,Is there a chair in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.890219509701593, 0.8902169628521679]"
4308,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6722232104347778, 0.6722186427926741]"
4309,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9952017069862916, 0.9951976734180044]"
4309,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9869120122002196, 0.9869067180903188]"
4310,Is there a bed in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9937280417488648, 0.9937179726110592]"
4310,Is there a bed in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9857585431145264, 0.9857344533401056]"
4311,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9943246246384216, 0.9943208316904274]"
4311,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9928353429840636, 0.9928320291378628]"
4312,Is there a dining table in the image?,yes,yes,no,0.0,Stage 1,No,"[0.7744587660835816, 0.7744571966754795]"
4312,Is there a dining table in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.7825226188705994, 0.7825196338619571]"
4313,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.8901516200111939, 0.8901500283850758]"
4313,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9641977549599244, 0.9641953412884277]"
4314,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9441087246941162, 0.9441030974620106]"
4314,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.953898787598474, 0.9538944665771868]"
4315,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9952269793556764, 0.9952241320879712]"
4315,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9941562415169312, 0.9941518566479544]"
4316,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8438174725578858, 0.843815159051995]"
4316,Is there a dining table in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9059237838791444, 0.905920436139286]"
4317,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9891458750771118, 0.9891432810377316]"
4317,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.985443115334375, 0.9854410009013932]"
4318,Is there a chair in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.7340664268539978, 0.734064326746511]"
4318,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9333884120987488, 0.93338574174642]"
4319,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9719417692230774, 0.9719404948109058]"
4319,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.971933364968164, 0.9719312795226108]"
4320,Is there a chair in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9706539512680604, 0.9706519842786708]"
4320,Is there a chair in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9879192114876344, 0.9879176805875108]"
4321,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.993974268536432, 0.9939734391990648]"
4321,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9930756093071532, 0.9930750174872716]"
4322,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.97730153809057, 0.9772952470035104]"
4322,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.979612946610315, 0.9796072245390696]"
4323,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9908502102898192, 0.9908482023735607]"
4323,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9819653631256652, 0.9819644267487154]"
4324,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9949878455208374, 0.9949774077824488]"
4324,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9957123995827272, 0.9957099070207756]"
4325,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9845408202217651, 0.9845390598240435]"
4325,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9293590785072876, 0.9293577491413976]"
4326,Is there a tv in the image?,yes,yes,no,0.0,Stage 1,No,"[0.7878103853272034, 0.787807192319229]"
4326,Is there a tv in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8127367497490479, 0.8127339401429762]"
4327,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9978358150528504, 0.9978314139545856]"
4327,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9970453382538392, 0.997038682357824]"
4328,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6260261536644531, 0.6260181685168228]"
4328,Is there a mouse in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9018304945038392, 0.9018193139104776]"
4329,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9916547537849976, 0.99165144387932]"
4329,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9871376753853394, 0.9871355573163956]"
4330,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.751948893170221, 0.7519392122017359]"
4330,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9503638745354248, 0.9503534517478498]"
4331,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9692664743469788, 0.969264972351524]"
4331,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9510687590645386, 0.9510678521497968]"
4332,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.6925814152763916, 0.6925787733572187]"
4332,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.5077598095940186, 0.507756298922997]"
4333,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9936888218926024, 0.993687992793402]"
4333,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9930724502609802, 0.9930718584429812]"
4334,Is there a cell phone in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9059097171829772, 0.9059076654093464]"
4334,Is there a cell phone in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.815142810444696, 0.8151406727291134]"
4335,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.969741463761194, 0.969739498620922]"
4335,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9449456931160524, 0.9449433276381471]"
4336,Is there a bus in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9822638631867004, 0.9822602333406312]"
4336,Is there a bus in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9769911171005798, 0.9769879726050208]"
4337,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9786712528275086, 0.978669736258214]"
4337,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8739798666046692, 0.8739792415729534]"
4338,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.6001118422554566, 0.6001107692318722]"
4338,Is there a handbag in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.554393470387323, 0.5543913555995068]"
4339,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.998230278591974, 0.9982259947521934]"
4339,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9974275232361388, 0.997421697107187]"
4340,Is there a dining table in the image?,yes,yes,no,0.0,Stage 1,No,"[0.6618363858269287, 0.6618347290551599]"
4340,Is there a dining table in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8538175226257874, 0.8538158941834847]"
4341,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.991529107193811, 0.9915243793137464]"
4341,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9923996330307556, 0.99239632063885]"
4342,Is there a suitcase in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9407379032181336, 0.9407287074470456]"
4342,Is there a suitcase in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9805414081619812, 0.9805342779917122]"
4343,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9135933519409728, 0.9135926985794456]"
4343,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9608829618500304, 0.9608821601228924]"
4344,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6038663388298584, 0.6038624516204742]"
4344,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7309651971863342, 0.7309603175402876]"
4345,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9911242724464966, 0.9911206098577774]"
4345,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.837510883908136, 0.8375055925207816]"
4346,Is there a truck in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8310782314346863, 0.831072980688781]"
4346,Is there a truck in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9059287906693054, 0.90592479494018]"
4347,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.8417257071541382, 0.8417245031400282]"
4347,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9183983207748962, 0.9183970070874]"
4348,Is there an orange in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6617782116936279, 0.6617701649685392]"
4348,Is there an orange in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9830231071518494, 0.983014552709658]"
4349,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.712139904599054, 0.7121389708396549]"
4349,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9552483559654784, 0.9552472173162248]"
4350,Is there a truck in the image?,yes,yes,no,0.0,Stage 1,No,"[0.565973699192865, 0.5659699209673976]"
4350,Is there a truck in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.6260637045906616, 0.626058928166264]"
4351,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9842917920158936, 0.98428299185993]"
4351,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9902585745857788, 0.990252436187705]"
4352,Is there a couch in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.7185007334755493, 0.7184960226894905]"
4352,Is there a couch in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.6958356500671936, 0.6958339081852339]"
4353,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9863319397972656, 0.9863305289367412]"
4353,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.8174511791275574, 0.8174502047315594]"
4354,Is there a car in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.6369771958397461, 0.6369695266099472]"
4354,Is there a car in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.8175051809357239, 0.8174940712373265]"
4355,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9925093651817872, 0.9925051058929314]"
4355,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9920281768845154, 0.9920255752862862]"
4356,Is there a person in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9840685726212096, 0.9840668130678856]"
4356,Is there a person in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.9865511656807496, 0.9865501073248324]"
4357,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9952239395187928, 0.9952232277786824]"
4357,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.994061291317804, 0.9940606989105084]"
4358,Is there a train in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9959134460495545, 0.9959105968179212]"
4358,Is there a train in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.996333122353418, 0.9963306282376142]"
4359,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.993073582749231, 0.9930723990125756]"
4359,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.992745578389032, 0.992744868421336]"
4360,Is there a car in the image?,yes,yes,no,0.0,Stage 1,No,"[0.6113144160317017, 0.6113134687261892]"
4360,Is there a car in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8030779958771301, 0.8030755068641471]"
4361,Is there a cup in the image?,no,no,no,1.0,Stage 1,No,"[0.9928390384720398, 0.992835724613504]"
4361,Is there a cup in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9934727550552918, 0.993470504962194]"
4362,Is there a person in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9642457366989684, 0.9642424033309656]"
4362,Is there a person in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9705821872757509, 0.9705776749787022]"
4363,Is there a dining table in the image?,no,no,no,1.0,Stage 1,No,"[0.9934861064957214, 0.9934856328639784]"
4363,Is there a dining table in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9937811494873596, 0.9937805572470138]"
4364,Is there a horse in the image?,yes,yes,yes,1.0,Stage 1,No,"[0.8151410819099976, 0.8151327251660355]"
4364,Is there a horse in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.7878521085785462, 0.7878451586298614]"
4365,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.975155770878656, 0.9751544922522783]"
4365,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9503586889313294, 0.9503572162357716]"
4366,Is there a cow in the image?,yes,yes,no,0.0,Stage 1,No,"[0.9085175396011902, 0.9085132075428244]"
4366,Is there a cow in the image?,yes,yes,no,0.0,Stage 2,['No'],"[0.8806877137230469, 0.8806809946970888]"
4367,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.7930277586983276, 0.7930276642413547]"
4367,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9614825249718262, 0.961482295832677]"
4368,Is there a broccoli in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.900417685608728, 0.9004148949068022]"
4368,Is there a broccoli in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9906771184013916, 0.9906758194233892]"
4369,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9884642959641052, 0.98845934702964]"
4369,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9917870164917542, 0.9917794498564932]"
4370,Is there a fork in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.903254509072168, 0.9032483716117796]"
4370,Is there a fork in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.636971116165979, 0.636967319585965]"
4371,Is there a car in the image?,no,no,no,1.0,Stage 1,No,"[0.9912611843155456, 0.9912584665612164]"
4371,Is there a car in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9769609571503236, 0.976957113974906]"
4372,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.9877308012054992, 0.987722676782864]"
4372,Is there a laptop in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.9893087149666382, 0.9893008134347022]"
4373,Is there a chair in the image?,no,no,no,1.0,Stage 1,No,"[0.9323996902512146, 0.9323991345909314]"
4373,Is there a chair in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9552717209862304, 0.9552711516954416]"
4374,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 1,Yes,"[0.8687404991196228, 0.8687354246715494]"
4374,Is there a backpack in the image?,yes,yes,yes,1.0,Stage 2,['Yes'],"[0.893239975075586, 0.8932365677248195]"
4375,Is there a person in the image?,no,no,no,1.0,Stage 1,No,"[0.9845298529671264, 0.9845244542707812]"
4375,Is there a person in the image?,no,no,no,1.0,Stage 2,['No'],"[0.9819619060562684, 0.9819542973206874]"
